Column_Name,Data_Type,Non_Null_Count,Null_Count,Null_Percentage,Unique_Values,Is_Process_Variable,Is_Raman,Mean,Std,Min,Max
1893,float64,113935,0,0.0,51174,No,Yes,186971.2750217229,104195.43219468606,0.0,439050.0
1892,float64,113935,0,0.0,51193,No,Yes,187086.73500416902,104329.99847884341,0.0,439640.0
1891,float64,113935,0,0.0,51207,No,Yes,187267.30184754464,104465.97009512107,0.0,440310.0
1890,float64,113935,0,0.0,51209,No,Yes,187530.63846930268,104603.48847392185,0.0,441080.0
1889,float64,113935,0,0.0,51061,No,Yes,187851.5015614166,104742.20577450348,0.0,441870.0
1888,float64,113935,0,0.0,51142,No,Yes,188180.5308860315,104881.10610983534,0.0,442680.0
1887,float64,113935,0,0.0,51169,No,Yes,188475.1457936543,105019.73621762995,0.0,443440.0
1886,float64,113935,0,0.0,51187,No,Yes,188719.0731838329,105157.74222574252,0.0,444150.0
1885,float64,113935,0,0.0,51212,No,Yes,188927.36418747532,105295.50030728802,0.0,444820.0
1884,float64,113935,0,0.0,51195,No,Yes,189138.72442620792,105433.50432888903,0.0,445490.0
1883,float64,113935,0,0.0,51298,No,Yes,189391.19992978452,105572.27521091973,0.0,446200.0
1882,float64,113935,0,0.0,51307,No,Yes,189690.19422214417,105712.01349594454,0.0,446910.0
1881,float64,113935,0,0.0,51306,No,Yes,190000.25761618468,105852.10381173601,0.0,447620.0
1880,float64,113935,0,0.0,51240,No,Yes,190280.72046956597,105991.86173691093,0.0,448280.0
1879,float64,113935,0,0.0,51309,No,Yes,190531.42738052396,106131.3311287191,0.0,448940.0
1878,float64,113935,0,0.0,51275,No,Yes,190793.44711282747,106271.14162248377,0.0,449600.0
1877,float64,113935,0,0.0,51418,No,Yes,191100.53764427087,106411.75774280846,0.0,450340.0
1876,float64,113935,0,0.0,51226,No,Yes,191435.1761600913,106552.93497803013,0.0,451090.0
1875,float64,113935,0,0.0,51296,No,Yes,191740.20765611975,106693.69573563873,0.0,451810.0
1874,float64,113935,0,0.0,51376,No,Yes,191973.70603326455,106833.46592832536,0.0,452430.0
1873,float64,113935,0,0.0,51476,No,Yes,192150.00215385968,106972.5640508507,0.0,452980.0
1872,float64,113935,0,0.0,51349,No,Yes,192327.25144073373,107111.75119108405,0.0,453510.0
1871,float64,113935,0,0.0,51451,No,Yes,192552.13482336418,107251.89181206598,0.0,454090.0
1870,float64,113935,0,0.0,51519,No,Yes,192815.29027076843,107392.79323004809,0.0,454660.0
1869,float64,113935,0,0.0,51437,No,Yes,193067.80330363807,107533.63017878511,0.0,455230.0
1868,float64,113935,0,0.0,51405,No,Yes,193283.92871637337,107673.92629056913,0.0,455750.0
1867,float64,113935,0,0.0,51480,No,Yes,193491.90410409443,107814.17160361247,0.0,456270.0
1866,float64,113935,0,0.0,51572,No,Yes,193730.32596041603,107955.04720483476,0.0,456800.0
1865,float64,113935,0,0.0,51548,No,Yes,193989.30298503532,108096.39696869373,0.0,457370.0
1864,float64,113935,0,0.0,51457,No,Yes,194226.41460218545,108237.53930162171,0.0,457960.0
1863,float64,113935,0,0.0,51581,No,Yes,194427.82615526396,108378.02727646774,0.0,458480.0
1862,float64,113935,0,0.0,51531,No,Yes,194674.53414666257,108519.65390449634,0.0,459020.0
1861,float64,113935,0,0.0,51469,No,Yes,194986.58910431384,108662.57519880595,0.0,459650.0
1860,float64,113935,0,0.0,51620,No,Yes,195313.9542993812,108805.87328052714,0.0,460280.0
1859,float64,113935,0,0.0,51525,No,Yes,195577.8874393294,108948.31495441344,0.0,460860.0
1858,float64,113935,0,0.0,51530,No,Yes,195773.41360424802,109089.94987025623,0.0,461370.0
1857,float64,113935,0,0.0,51559,No,Yes,195970.46213279502,109231.60569452266,0.0,461900.0
1856,float64,113935,0,0.0,51625,No,Yes,196209.73221222626,109374.03869055814,0.0,462470.0
1855,float64,113935,0,0.0,51627,No,Yes,196445.5036275069,109516.49515048495,0.0,463060.0
1854,float64,113935,0,0.0,51680,No,Yes,196621.9749690613,109658.11337703821,0.0,463580.0
1853,float64,113935,0,0.0,51676,No,Yes,196771.66420766225,109799.3750387255,0.0,464130.0
1852,float64,113935,0,0.0,51792,No,Yes,196992.91329793306,109941.96165588332,0.0,464740.0
1851,float64,113935,0,0.0,51746,No,Yes,197332.93390617456,110086.59724029648,0.0,465500.0
1850,float64,113935,0,0.0,51762,No,Yes,197728.0025900733,110232.19636565533,0.0,466290.0
1849,float64,113935,0,0.0,51752,No,Yes,198069.46776232062,110377.04650214477,0.0,467000.0
1848,float64,113935,0,0.0,51798,No,Yes,198306.1447456883,110520.22489452877,0.0,467630.0
1847,float64,113935,0,0.0,51759,No,Yes,198474.67448281916,110662.5242699854,0.0,468240.0
1846,float64,113935,0,0.0,51825,No,Yes,198653.26202396103,110805.06794255624,0.0,468870.0
1845,float64,113935,0,0.0,51874,No,Yes,198901.38323430024,110948.80911384698,0.0,469620.0
1844,float64,113935,0,0.0,51885,No,Yes,199224.23648044938,111093.79348717777,0.0,470440.0
1843,float64,113935,0,0.0,51866,No,Yes,199569.98290516526,111239.39272381846,0.0,471260.0
1842,float64,113935,0,0.0,51861,No,Yes,199868.26674595164,111384.43667952475,0.0,472010.0
1841,float64,113935,0,0.0,51859,No,Yes,200093.7467222539,111528.28698177973,0.0,472700.0
1840,float64,113935,0,0.0,52020,No,Yes,200294.3056031948,111671.92754742184,0.0,473330.0
1839,float64,113935,0,0.0,52037,No,Yes,200540.85493921972,111816.35232205165,0.0,474000.0
1838,float64,113935,0,0.0,51866,No,Yes,200847.76025979727,111961.89613234489,0.0,474720.0
1837,float64,113935,0,0.0,51993,No,Yes,201162.1470470005,112107.73079752733,0.0,475490.0
1836,float64,113935,0,0.0,52050,No,Yes,201436.15770834248,112252.98341939414,0.0,476230.0
1835,float64,113935,0,0.0,51931,No,Yes,201685.7832825734,112397.8989325464,0.0,476950.0
1834,float64,113935,0,0.0,52011,No,Yes,201963.83252292973,112543.44512896624,0.0,477690.0
1833,float64,113935,0,0.0,52106,No,Yes,202291.2462219687,112689.83989933346,0.0,478460.0
1832,float64,113935,0,0.0,52087,No,Yes,202641.0906753851,112836.74993434368,0.0,479250.0
1831,float64,113935,0,0.0,52005,No,Yes,202983.9448343354,112983.62342887622,0.0,480030.0
1830,float64,113935,0,0.0,52137,No,Yes,203316.84106288673,113130.6086894685,0.0,480800.0
1829,float64,113935,0,0.0,52018,No,Yes,203636.6790134726,113277.61761737568,0.0,481540.0
1828,float64,113935,0,0.0,52113,No,Yes,203911.92040373897,113424.04815613083,0.0,482240.0
1827,float64,113935,0,0.0,52127,No,Yes,204110.3320700399,113569.35818503378,0.0,482840.0
1826,float64,113935,0,0.0,52068,No,Yes,204253.27196208364,113713.93468832676,0.0,483400.0
1825,float64,113935,0,0.0,52111,No,Yes,204416.38680124632,113859.07877223507,0.0,484000.0
1824,float64,113935,0,0.0,52077,No,Yes,204662.2344327906,114005.726256205,0.0,484690.0
1823,float64,113935,0,0.0,52173,No,Yes,204979.66113397988,114153.69666872422,0.0,485470.0
1822,float64,113935,0,0.0,52288,No,Yes,205301.42212226268,114301.78405167813,0.0,486250.0
1821,float64,113935,0,0.0,52259,No,Yes,205577.46169131523,114449.24627797403,0.0,486970.0
1820,float64,113935,0,0.0,52223,No,Yes,205819.2797173827,114596.38576041067,0.0,487650.0
1819,float64,113935,0,0.0,52292,No,Yes,206071.21536051255,114743.82843620023,0.0,488350.0
1818,float64,113935,0,0.0,52312,No,Yes,206355.57345942862,114891.84277644471,0.0,489080.0
1817,float64,113935,0,0.0,52306,No,Yes,206656.6249493132,115040.18617871181,0.0,489820.0
1816,float64,113935,0,0.0,52346,No,Yes,206948.72246193007,115188.58425651968,0.0,490600.0
1815,float64,113935,0,0.0,52402,No,Yes,207222.14256549787,115336.66798860705,0.0,491370.0
1814,float64,113935,0,0.0,52301,No,Yes,207479.95580550315,115484.63000421225,0.0,492150.0
1813,float64,113935,0,0.0,52287,No,Yes,207725.66584280515,115632.5697639884,0.0,492940.0
1812,float64,113935,0,0.0,52400,No,Yes,207963.82691271338,115780.39290472373,0.0,493690.0
1811,float64,113935,0,0.0,52393,No,Yes,208205.88951331898,115928.50959369777,0.0,494390.0
1810,float64,113935,0,0.0,52381,No,Yes,208468.0078035722,116077.03188263926,0.0,495120.0
1809,float64,113935,0,0.0,52516,No,Yes,208763.4700030719,116226.16193903689,0.0,495880.0
1808,float64,113935,0,0.0,52451,No,Yes,209099.36484750078,116375.98977248775,0.0,496710.0
1807,float64,113935,0,0.0,52456,No,Yes,209467.6183578356,116526.5049315345,0.0,497580.0
1806,float64,113935,0,0.0,52583,No,Yes,209831.68854697852,116677.02758812174,0.0,498450.0
1805,float64,113935,0,0.0,52494,No,Yes,210133.1505568965,116826.62768717553,0.0,499220.0
1804,float64,113935,0,0.0,52541,No,Yes,210330.16306315002,116974.64385370778,0.0,499870.0
1803,float64,113935,0,0.0,52596,No,Yes,210438.7083284329,117121.45239712842,0.0,500420.0
1802,float64,113935,0,0.0,52618,No,Yes,210530.70544082153,117268.17544764247,0.0,500980.0
1801,float64,113935,0,0.0,52635,No,Yes,210688.83487339274,117415.9717942907,0.0,501580.0
1800,float64,113935,0,0.0,52662,No,Yes,210962.1913301444,117565.74313678013,0.0,502270.0
1799,float64,113935,0,0.0,52621,No,Yes,211350.32414183524,117717.43733033189,0.0,503060.0
1798,float64,113935,0,0.0,52593,No,Yes,211806.90509149953,117870.39129874617,0.0,503930.0
1797,float64,113935,0,0.0,52683,No,Yes,212254.04274279196,118023.34228705749,0.0,504750.0
1796,float64,113935,0,0.0,52669,No,Yes,212617.09869486987,118175.15439713869,0.0,505520.0
1795,float64,113935,0,0.0,52671,No,Yes,212873.0255198139,118325.33261937389,0.0,506190.0
1794,float64,113935,0,0.0,52621,No,Yes,213068.242470707,118474.61062889673,0.0,506750.0
1793,float64,113935,0,0.0,52722,No,Yes,213276.18407776364,118624.28802467768,0.0,507330.0
1792,float64,113935,0,0.0,52702,No,Yes,213533.48404441128,118774.86219874454,0.0,507980.0
1791,float64,113935,0,0.0,52683,No,Yes,213824.87484530653,118926.2115058985,0.0,508640.0
1790,float64,113935,0,0.0,52858,No,Yes,214129.04142010797,119077.9317004638,0.0,509320.0
1789,float64,113935,0,0.0,52919,No,Yes,214459.82444815026,119230.19396652989,0.0,510020.0
1788,float64,113935,0,0.0,52918,No,Yes,214848.15735112125,119383.35428824846,0.0,510800.0
1787,float64,113935,0,0.0,52870,No,Yes,215289.58475885374,119537.58919314083,0.0,511680.0
1786,float64,113935,0,0.0,52733,No,Yes,215726.93200421295,119691.7924649719,0.0,512550.0
1785,float64,113935,0,0.0,52777,No,Yes,216090.85911352964,119845.05535195422,0.0,513330.0
1784,float64,113935,0,0.0,52886,No,Yes,216352.96471760212,119996.7723506423,0.0,514020.0
1783,float64,113935,0,0.0,52780,No,Yes,216538.17549831045,120147.47972270609,0.0,514600.0
1782,float64,113935,0,0.0,52879,No,Yes,216698.26395751964,120297.88758501879,0.0,515130.0
1781,float64,113935,0,0.0,52842,No,Yes,216878.36120595076,120448.8180149075,0.0,515720.0
1780,float64,113935,0,0.0,52901,No,Yes,217102.7203598543,120600.48596141727,0.0,516400.0
1779,float64,113935,0,0.0,52878,No,Yes,217378.18457366043,120753.03178196175,0.0,517130.0
1778,float64,113935,0,0.0,52972,No,Yes,217702.2996120595,120906.40967369736,0.0,517890.0
1777,float64,113935,0,0.0,52958,No,Yes,218066.2074296748,121060.46220395458,0.0,518690.0
1776,float64,113935,0,0.0,52994,No,Yes,218449.67001097114,121215.06477024936,0.0,519490.0
1775,float64,113935,0,0.0,52871,No,Yes,218816.9453372537,121369.45619019099,0.0,520320.0
1774,float64,113935,0,0.0,52959,No,Yes,219133.58084785184,121523.21121206605,0.0,521130.0
1773,float64,113935,0,0.0,52883,No,Yes,219402.16490455085,121676.20161840327,0.0,521900.0
1772,float64,113935,0,0.0,53048,No,Yes,219677.44450607803,121829.42224717623,0.0,522710.0
1771,float64,113935,0,0.0,53143,No,Yes,220024.8513819283,121983.94923556873,0.0,523550.0
1770,float64,113935,0,0.0,52953,No,Yes,220450.96541010225,122139.96600269819,0.0,524460.0
1769,float64,113935,0,0.0,53157,No,Yes,220883.3266959231,122296.27483985487,0.0,525370.0
1768,float64,113935,0,0.0,53011,No,Yes,221231.02825031817,122451.39536145654,0.0,526220.0
1767,float64,113935,0,0.0,53164,No,Yes,221465.41232983719,122604.88407762427,0.0,526910.0
1766,float64,113935,0,0.0,53217,No,Yes,221636.7818282354,122757.55271837956,0.0,527540.0
1765,float64,113935,0,0.0,53140,No,Yes,221820.83636547154,122910.59879457565,0.0,528160.0
1764,float64,113935,0,0.0,53139,No,Yes,222063.0090718392,123064.70983010887,0.0,528800.0
1763,float64,113935,0,0.0,53175,No,Yes,222368.82039759512,123220.02041060368,0.0,529510.0
1762,float64,113935,0,0.0,53262,No,Yes,222722.90437969018,123376.3417959239,0.0,530260.0
1761,float64,113935,0,0.0,53290,No,Yes,223099.64047570984,123533.2373183158,0.0,531080.0
1760,float64,113935,0,0.0,53363,No,Yes,223465.64712950366,123690.11221555392,0.0,531910.0
1759,float64,113935,0,0.0,53325,No,Yes,223792.48278492122,123846.51321712516,0.0,532660.0
1758,float64,113935,0,0.0,53179,No,Yes,224075.16329310572,124002.42203779948,0.0,533360.0
1757,float64,113935,0,0.0,53277,No,Yes,224335.32062667308,124158.07617904167,0.0,534070.0
1756,float64,113935,0,0.0,53373,No,Yes,224606.85704743935,124314.10494101688,0.0,534760.0
1755,float64,113935,0,0.0,53329,No,Yes,224920.3518725589,124471.0071835973,0.0,535500.0
1754,float64,113935,0,0.0,53322,No,Yes,225292.2737429236,124628.9329754051,0.0,536330.0
1753,float64,113935,0,0.0,53358,No,Yes,225714.33338482468,124787.85525427715,0.0,537240.0
1752,float64,113935,0,0.0,53363,No,Yes,226149.38421380613,124947.16993023163,0.0,538140.0
1751,float64,113935,0,0.0,53429,No,Yes,226551.49467064554,125106.01277482447,0.0,539030.0
1750,float64,113935,0,0.0,53536,No,Yes,226903.36547329617,125264.11685051546,0.0,539860.0
1749,float64,113935,0,0.0,53439,No,Yes,227229.5023645061,125421.93450045507,0.0,540650.0
1748,float64,113935,0,0.0,53488,No,Yes,227562.27325317066,125579.98623214195,0.0,541410.0
1747,float64,113935,0,0.0,53495,No,Yes,227894.19514898845,125738.17543201809,0.0,542170.0
1746,float64,113935,0,0.0,53382,No,Yes,228177.81513670072,125895.72910409422,0.0,542900.0
1745,float64,113935,0,0.0,53491,No,Yes,228382.62795629087,126052.16197748894,0.0,543550.0
1744,float64,113935,0,0.0,53532,No,Yes,228547.92040549437,126208.14042568105,0.0,544180.0
1743,float64,113935,0,0.0,53678,No,Yes,228769.0125018651,126365.12774589515,0.0,544850.0
1742,float64,113935,0,0.0,53667,No,Yes,229124.71213235616,126524.25379103082,0.0,545670.0
1741,float64,113935,0,0.0,53525,No,Yes,229616.29404046165,126685.62810643145,0.0,546610.0
1740,float64,113935,0,0.0,53596,No,Yes,230170.19087374382,126848.20206634409,0.0,547630.0
1739,float64,113935,0,0.0,53540,No,Yes,230691.8650133848,127010.43600761973,0.0,548660.0
1738,float64,113935,0,0.0,53650,No,Yes,231120.69030850922,127171.29695293607,0.0,549560.0
1737,float64,113935,0,0.0,53551,No,Yes,231452.95918462283,127330.59261947419,0.0,550320.0
1736,float64,113935,0,0.0,53667,No,Yes,231734.54072673016,127489.2225691128,0.0,551030.0
1735,float64,113935,0,0.0,53557,No,Yes,232031.39181112038,127648.20796116878,0.0,551720.0
1734,float64,113935,0,0.0,53676,No,Yes,232387.52390222496,127808.24909449453,0.0,552460.0
1733,float64,113935,0,0.0,53689,No,Yes,232793.16342124896,127969.10480676411,0.0,553260.0
1732,float64,113935,0,0.0,53751,No,Yes,233192.65278887085,128130.06592786932,0.0,554030.0
1731,float64,113935,0,0.0,53703,No,Yes,233534.56217580198,128290.0908781564,0.0,554740.0
1730,float64,113935,0,0.0,53722,No,Yes,233819.59636371615,128449.29611795768,0.0,555400.0
1729,float64,113935,0,0.0,53764,No,Yes,234098.0030280423,128608.65497728549,0.0,556030.0
1728,float64,113935,0,0.0,53806,No,Yes,234420.28028612808,128768.84052322707,0.0,556700.0
1727,float64,113935,0,0.0,53744,No,Yes,234792.51855794972,128929.96718834616,0.0,557420.0
1726,float64,113935,0,0.0,53698,No,Yes,235179.68698205115,129091.48717562093,0.0,558180.0
1725,float64,113935,0,0.0,53858,No,Yes,235546.8375328038,129252.89239135636,0.0,558920.0
1724,float64,113935,0,0.0,53765,No,Yes,235893.8662307456,129414.18698175176,0.0,559620.0
1723,float64,113935,0,0.0,53763,No,Yes,236252.6966630096,129575.9582110554,0.0,560330.0
1722,float64,113935,0,0.0,53866,No,Yes,236655.53500680212,129738.52760141353,0.0,561070.0
1721,float64,113935,0,0.0,53761,No,Yes,237105.76524597357,129901.95757614386,0.0,561840.0
1720,float64,113935,0,0.0,53786,No,Yes,237575.57182779655,130065.70643927617,0.0,562640.0
1719,float64,113935,0,0.0,53915,No,Yes,238031.40198270945,130229.32284855186,0.0,563410.0
1718,float64,113935,0,0.0,53944,No,Yes,238462.49174880417,130392.7953232901,0.0,564160.0
1717,float64,113935,0,0.0,53866,No,Yes,238886.09138719446,130556.35226548677,0.0,564880.0
1716,float64,113935,0,0.0,53969,No,Yes,239326.51610655198,130720.33051068734,0.0,565640.0
1715,float64,113935,0,0.0,53782,No,Yes,239791.8848027384,130884.83048466973,0.0,566400.0
1714,float64,113935,0,0.0,53921,No,Yes,240272.59120287883,131049.7699962909,0.0,567140.0
1713,float64,113935,0,0.0,53795,No,Yes,240753.79014964672,131214.8915602281,0.0,567900.0
1712,float64,113935,0,0.0,53852,No,Yes,241222.34144643878,131380.06551146225,0.0,568680.0
1711,float64,113935,0,0.0,53920,No,Yes,241661.77487251503,131544.79359382743,0.0,569400.0
1710,float64,113935,0,0.0,53870,No,Yes,242053.40173081143,131708.90099841173,0.0,570070.0
1709,float64,113935,0,0.0,53913,No,Yes,242392.00865405714,131872.28600603432,0.0,570710.0
1708,float64,113935,0,0.0,54065,No,Yes,242697.93835081407,132035.38176512765,0.0,571330.0
1707,float64,113935,0,0.0,53956,No,Yes,243008.94804054944,132198.6929497213,0.0,571960.0
1706,float64,113935,0,0.0,53987,No,Yes,243358.11341554395,132362.9143641444,0.0,572630.0
1705,float64,113935,0,0.0,54003,No,Yes,243761.58849343925,132528.19172903377,0.0,573310.0
1704,float64,113935,0,0.0,53998,No,Yes,244221.5343046474,132694.55969383408,0.0,574050.0
1703,float64,113935,0,0.0,54057,No,Yes,244729.44918593936,132861.94016321033,0.0,574820.0
1702,float64,113935,0,0.0,54056,No,Yes,245264.62312722165,133029.93748606808,0.0,575620.0
1701,float64,113935,0,0.0,53934,No,Yes,245799.01829990785,133198.09642144048,0.0,576390.0
1700,float64,113935,0,0.0,53958,No,Yes,246313.63546759117,133366.01057806265,0.0,577110.0
1699,float64,113935,0,0.0,53872,No,Yes,246808.92383376486,133533.74358117444,0.0,577830.0
1698,float64,113935,0,0.0,53921,No,Yes,247292.41717646027,133701.25190947985,0.0,578570.0
1697,float64,113935,0,0.0,54038,No,Yes,247758.57254574978,133868.70150582163,0.0,579280.0
1696,float64,113935,0,0.0,53967,No,Yes,248191.31251151973,134035.77586410774,0.0,579960.0
1695,float64,113935,0,0.0,54157,No,Yes,248592.58099793742,134202.56929919383,0.0,580600.0
1694,float64,113935,0,0.0,54149,No,Yes,248999.1563435292,134369.64939812306,0.0,581270.0
1693,float64,113935,0,0.0,54089,No,Yes,249459.81576337386,134537.67628748255,0.0,581990.0
1692,float64,113935,0,0.0,54067,No,Yes,249991.77191381052,134707.12222825523,0.0,582810.0
1691,float64,113935,0,0.0,54174,No,Yes,250561.8070303243,134877.35321894853,0.0,583650.0
1690,float64,113935,0,0.0,54187,No,Yes,251112.96810462105,135047.38946652555,0.0,584460.0
1689,float64,113935,0,0.0,54115,No,Yes,251609.85482073113,135216.56365299269,0.0,585220.0
1688,float64,113935,0,0.0,54136,No,Yes,252062.60188704086,135385.1513665209,0.0,585920.0
1687,float64,113935,0,0.0,54056,No,Yes,252513.51401237547,135553.76453464996,0.0,586620.0
1686,float64,113935,0,0.0,54125,No,Yes,253001.07901873876,135723.1507259962,0.0,587350.0
1685,float64,113935,0,0.0,54253,No,Yes,253528.45064291044,135893.31932665812,0.0,588170.0
1684,float64,113935,0,0.0,54094,No,Yes,254057.5664721113,136063.72967272456,0.0,588980.0
1683,float64,113935,0,0.0,54246,No,Yes,254538.6931671567,136233.50253920828,0.0,589750.0
1682,float64,113935,0,0.0,54165,No,Yes,254955.26630096108,136402.26324725634,0.0,590470.0
1681,float64,113935,0,0.0,54195,No,Yes,255346.26457190502,136570.5678636605,0.0,591190.0
1680,float64,113935,0,0.0,54180,No,Yes,255778.82576030193,136739.68524636092,0.0,591970.0
1679,float64,113935,0,0.0,54188,No,Yes,256290.9410804406,136910.21003092176,0.0,592850.0
1678,float64,113935,0,0.0,54228,No,Yes,256857.0461930048,137081.67700160644,0.0,593770.0
1677,float64,113935,0,0.0,54108,No,Yes,257413.4136656866,137253.1071470578,0.0,594660.0
1676,float64,113935,0,0.0,54183,No,Yes,257918.85836661255,137423.81845413326,0.0,595510.0
1675,float64,113935,0,0.0,54318,No,Yes,258391.95002413657,137594.2499590018,0.0,596330.0
1674,float64,113935,0,0.0,54269,No,Yes,258890.21075174442,137765.18607581107,0.0,597180.0
1673,float64,113935,0,0.0,54193,No,Yes,259452.0264712336,137937.33296737415,0.0,598100.0
1672,float64,113935,0,0.0,54102,No,Yes,260053.62574274806,138110.4925453161,0.0,599070.0
1671,float64,113935,0,0.0,54216,No,Yes,260618.14523193048,138283.17617339452,0.0,600050.0
1670,float64,113935,0,0.0,54246,No,Yes,261074.98423662616,138454.31178841114,0.0,600900.0
1669,float64,113935,0,0.0,54246,No,Yes,261425.1143546759,138624.01899030944,0.0,601620.0
1668,float64,113935,0,0.0,54310,No,Yes,261755.65317944443,138793.64397575363,0.0,602300.0
1667,float64,113935,0,0.0,54328,No,Yes,262177.3848861193,138965.112585178,0.0,603100.0
1666,float64,113935,0,0.0,54206,No,Yes,262732.0550138237,139139.12484057387,0.0,604050.0
1665,float64,113935,0,0.0,54360,No,Yes,263355.2907096151,139314.8046054938,0.0,605090.0
1664,float64,113935,0,0.0,54357,No,Yes,263937.08817308117,139490.354461695,0.0,606130.0
1663,float64,113935,0,0.0,54291,No,Yes,264421.5305920042,139664.91444294978,0.0,607110.0
1662,float64,113935,0,0.0,54319,No,Yes,264842.57944442006,139839.11113087903,0.0,608010.0
1661,float64,113935,0,0.0,54356,No,Yes,265266.34454732965,140014.35473006975,0.0,608910.0
1660,float64,113935,0,0.0,54315,No,Yes,265713.83394040464,140191.08374289516,0.0,609810.0
1659,float64,113935,0,0.0,54257,No,Yes,266152.0465528591,140368.82839045805,0.0,610670.0
1658,float64,113935,0,0.0,54338,No,Yes,266547.882055558,140547.43857919105,0.0,611520.0
1657,float64,113935,0,0.0,54333,No,Yes,266907.88661078684,140727.36457870706,0.0,612310.0
1656,float64,113935,0,0.0,54464,No,Yes,267260.28874358186,140909.4938027849,0.0,613100.0
1655,float64,113935,0,0.0,54477,No,Yes,267615.7321279677,141094.47357061328,0.0,613920.0
1654,float64,113935,0,0.0,54420,No,Yes,267962.98557072016,141282.67751767393,0.0,614740.0
1653,float64,113935,0,0.0,54489,No,Yes,268297.4101812437,141474.55082448406,0.0,615580.0
1652,float64,113935,0,0.0,54435,No,Yes,268635.21578970464,141671.02567260395,0.0,616430.0
1651,float64,113935,0,0.0,54717,No,Yes,268995.4179839382,141873.40032266366,0.0,617310.0
1650,float64,113935,0,0.0,54683,No,Yes,269377.4033878966,142082.58977525917,0.0,618250.0
1649,float64,113935,0,0.0,54574,No,Yes,269765.5215254312,142299.43635133357,0.0,619190.0
1648,float64,113935,0,0.0,54534,No,Yes,270149.11033484,142525.21208968197,0.0,620130.0
1647,float64,113935,0,0.0,54513,No,Yes,270531.7467415632,142761.1955383772,0.0,621120.0
1646,float64,113935,0,0.0,54711,No,Yes,270924.1562206521,143009.1872153216,0.0,622090.0
1645,float64,113935,0,0.0,54655,No,Yes,271335.5593803484,143271.21605304192,0.0,623140.0
1644,float64,113935,0,0.0,54877,No,Yes,271771.653635845,143549.17001121637,0.0,624290.0
1643,float64,113935,0,0.0,54852,No,Yes,272233.8632027033,143845.4367957001,0.0,625540.0
1642,float64,113935,0,0.0,54856,No,Yes,272718.1303023654,144162.17279609,0.0,626830.0
1641,float64,113935,0,0.0,55019,No,Yes,273220.8853644622,144501.76339035065,0.0,628160.0
1640,float64,113935,0,0.0,55048,No,Yes,273751.2943695967,144866.91054613068,0.0,629530.0
1639,float64,113935,0,0.0,55183,No,Yes,274333.59047702636,145260.80913366252,0.0,630980.0
1638,float64,113935,0,0.0,55037,No,Yes,274988.70587615744,145686.56284167775,0.0,632580.0
1637,float64,113935,0,0.0,55322,No,Yes,275713.0653003906,146147.07939477047,0.0,634310.0
1636,float64,113935,0,0.0,55409,No,Yes,276480.18567604333,146644.53013953584,0.0,636180.0
1635,float64,113935,0,0.0,55374,No,Yes,277267.43905735726,147181.46539858085,0.0,638170.0
1634,float64,113935,0,0.0,55510,No,Yes,278077.35809891607,147760.5707322367,0.0,640290.0
1633,float64,113935,0,0.0,55550,No,Yes,278930.7391846228,148384.71534736364,0.0,642550.0
1632,float64,113935,0,0.0,55733,No,Yes,279841.77226488787,149056.23043312327,0.0,644980.0
1631,float64,113935,0,0.0,55973,No,Yes,280806.59366305347,149776.9670708931,0.0,647540.0
1630,float64,113935,0,0.0,55972,No,Yes,281819.8542677843,150548.23089556475,0.0,650210.0
1629,float64,113935,0,0.0,56316,No,Yes,282897.4859437398,151371.19384098728,0.0,653070.0
1628,float64,113935,0,0.0,56384,No,Yes,284076.0783867995,152246.87020532048,0.0,656160.0
1627,float64,113935,0,0.0,56505,No,Yes,285383.506867951,153175.53670501203,0.0,659520.0
1626,float64,113935,0,0.0,56782,No,Yes,286808.17843507265,154155.83538519262,0.0,663070.0
1625,float64,113935,0,0.0,56918,No,Yes,288297.9289068328,155184.8976506171,0.0,666810.0
1624,float64,113935,0,0.0,56889,No,Yes,289795.095800237,156259.09068815105,0.0,670690.0
1623,float64,113935,0,0.0,57142,No,Yes,291279.5953833326,157374.35312975873,0.0,674640.0
1622,float64,113935,0,0.0,57349,No,Yes,292780.9052442182,158526.48042147383,0.0,678650.0
1621,float64,113935,0,0.0,57599,No,Yes,294344.76494492474,159710.8294079004,0.0,682790.0
1620,float64,113935,0,0.0,57903,No,Yes,295984.20208013343,160921.0467471728,0.0,687040.0
1619,float64,113935,0,0.0,58149,No,Yes,297663.7304603502,162149.123675521,0.0,691350.0
1618,float64,113935,0,0.0,58253,No,Yes,299334.1526572168,163386.10399281868,0.0,695650.0
1617,float64,113935,0,0.0,58604,No,Yes,300982.042831439,164622.92970710128,0.0,699930.0
1616,float64,113935,0,0.0,58688,No,Yes,302637.68582086277,165850.47057613684,0.0,704240.0
1615,float64,113935,0,0.0,58933,No,Yes,304327.15355246415,167059.23267811642,0.0,708570.0
1614,float64,113935,0,0.0,59093,No,Yes,306018.9036029315,168238.32551965432,0.0,712840.0
1613,float64,113935,0,0.0,59281,No,Yes,307626.71775134944,169375.91892856988,0.0,716940.0
1612,float64,113935,0,0.0,59426,No,Yes,309071.84233115375,170460.1709502843,0.0,720780.0
1611,float64,113935,0,0.0,59661,No,Yes,310341.27228683024,171480.7571744675,0.0,724350.0
1610,float64,113935,0,0.0,59782,No,Yes,311484.40482731385,172428.6381794867,0.0,727640.0
