cumulative_penicillin,substrate,RQ,specific_production_rate,substrate_rate,base_flow,DO,OUR,viscosity
4.824331,0.36710507,0.31903255,-0.13272828,-0.022142135,0.009949682,0.073528044,-0.19179742,-0.023800898
6.464607,0.051090393,0.2888602,-0.033832986,-0.01759514,0.026787486,0.34037533,-0.4448156,0.70062536
-8.397163,-0.10945978,0.13341974,-0.5769438,-0.006122367,-0.06179594,-0.085997015,0.10553986,-1.25493
12.0901785,1.1122049,0.4504427,0.21301709,0.012107098,0.049083076,0.018567204,0.31105515,1.111622
11.636129,0.30088502,0.24143152,0.042732887,-0.018678442,-0.13996872,0.13994266,0.016388759,1.3436216
-6.258314,-0.078388356,0.2842297,-0.45129916,-0.008557202,-0.058720265,-0.3011235,0.05110949,-1.0017623
-11.760625,-0.5250892,-0.7090178,0.08033929,0.006806806,-0.14287727,0.22483204,-0.14694324,-1.7853174
11.093727,0.15040897,0.045488197,-0.0029943374,-0.023763513,-0.4584603,-0.15385212,0.4144435,1.387428
-10.128571,-0.22100963,-0.3549092,-0.30471122,-0.0029514113,-0.04781284,0.1364159,-0.0072956486,-1.3863026
8.24612,0.3013823,0.38665906,0.07738619,0.0076709744,0.14477625,0.64577335,-0.31748238,1.2469987
-4.2007213,0.041055333,0.26092654,-0.19003421,-0.00712438,-0.10995648,-0.5116463,-0.0807803,-0.83381736
1.2906315,-0.9846736,0.29802015,0.14458469,-0.01372874,0.046911594,-0.017996259,0.065096185,1.0746518
2.5234673,0.2173347,0.2796713,-0.1998448,-0.029573837,-0.00483308,0.10461293,-0.22534004,0.07516322
13.259228,0.76049936,0.13554588,0.04575354,0.0018424173,-0.27971265,-0.0140761575,0.093311474,1.3014692
3.5693219,0.70025724,0.22190586,-0.004659119,-0.011468334,-0.045356184,-0.1032149,-0.15298131,-0.49936467
4.9402876,0.3226479,0.37010515,-0.22576754,-0.027611567,0.17360543,-0.26800048,-0.18537493,0.14092995
3.013688,0.69590306,0.2815968,-0.31361598,-0.014325011,-0.2958657,-0.07215528,-0.08620068,-0.7363248
-0.09671974,-0.9257995,0.2361269,0.11197191,0.036287133,0.026018647,0.30836558,0.27137062,1.1388469
-4.8384786,-0.004431413,0.23847537,-0.36898533,-0.007569123,-0.020849885,-0.32707807,0.028365737,-0.93384135
-12.04521,-0.9129999,-0.82870704,0.1743428,-0.009688797,0.0056858915,0.09811064,0.12620252,-1.3657613
2.7366998,0.57168025,0.21635649,-0.060076404,-0.014887776,0.03145885,-0.09049051,-0.03037146,-0.5812612
-5.1441154,0.0005744414,0.06648337,-0.25284767,-0.0071968455,-0.12844548,-0.12023114,-0.029803956,-1.0467914
-0.8315756,0.2866973,0.29837817,-0.016523292,-0.0021402338,0.039344374,0.046886876,-0.07673922,-0.9314818
9.559657,0.7506045,-0.008377057,-0.10636555,-0.009547974,-0.20428018,-0.007473644,0.026350124,1.2968537
7.61657,-0.15414435,0.4747676,0.18335745,-0.21539444,0.13435422,0.0900081,0.26775554,1.3178623
-3.920493,0.5207319,0.057947032,-0.1290961,-0.02283981,-0.044123657,-0.3272249,-0.11764293,-1.1227976
1.2803406,0.823428,0.3355686,-0.33340353,-0.022720423,0.013106394,-0.114825666,0.03229068,-0.9037221
-0.028030738,-0.4366524,0.25253144,0.35869017,-0.044953175,0.044552065,-0.3320872,0.33478475,1.221481
5.369677,0.18886684,0.21089754,-0.04522305,-0.015695954,0.094931535,0.081144646,-0.42914125,1.1317446
6.8109493,0.52319336,0.53635365,0.11064114,-0.0046406724,-0.02082626,0.48923367,-0.23797396,1.1484833
-11.730861,-0.3069529,-0.7199399,-0.003521135,-0.01193716,0.044879634,0.1325468,0.1269332,-1.7976979
6.352488,0.27621743,0.24456094,-0.04655169,-0.010429523,-0.025269443,0.30758044,0.36380893,0.98505145
-11.533731,-0.12689914,-0.730805,-0.09103986,0.01155173,-0.004828968,-0.012683315,0.13168266,-1.7985941
-5.3095818,0.04819918,0.24209866,-0.3229844,-0.009613552,0.031247148,-0.29849482,0.07200339,-0.9520268
4.6255293,0.14853622,0.27743688,-0.12868792,-0.050374765,0.092537805,0.16371003,0.35390067,0.7526884
-2.069972,0.42627725,0.037034504,-0.061751742,-0.004659362,0.040372897,-0.3157247,-0.12383851,-0.84379214
-3.8165202,0.13114572,0.07038037,-0.09605232,-0.025649482,-0.010593018,-0.2929017,-0.07248423,-0.9564537
-5.9888077,0.0039278707,0.1887039,-0.40012184,-0.0059512346,-0.1173283,-0.36350858,0.017328963,-1.0025464
0.89090735,-0.7676022,0.23965836,0.05300381,-0.053056005,0.14977068,0.25275537,0.13442893,1.1750935
-8.462244,-0.085457094,0.05886082,-0.63099086,-0.0045705354,-0.08784595,-0.14402017,0.04421852,-1.231702
-8.351888,-0.11431006,-0.26893204,-0.27013755,-0.0055614267,0.022160416,-0.032133736,0.00863364,-1.230579
-8.963509,0.021741828,-0.26016027,-0.39053157,0.0021194848,0.014673148,0.053371523,-0.15163575,-1.3435735
12.5152025,0.93338346,0.2153487,0.030087622,0.004603933,0.19934861,0.43506405,0.32223377,1.5954645
14.75728,0.89180636,0.23399107,0.2568704,-0.0026901357,-0.01255975,0.43365765,-0.25144464,1.0796896
-0.6734646,0.76854634,0.04032819,-0.22674437,-0.008715549,-0.03602359,0.28678957,-0.12719113,-0.7710817
4.260041,-0.6257348,0.31440854,-0.11602578,-0.2903852,0.1060568,0.024186272,0.3274085,1.0819968
10.135609,0.76671016,0.10425688,0.06863376,-0.0014891565,-0.08477379,0.367878,0.5130971,0.97696155
4.1871977,0.17512015,0.0992827,-0.39141518,-0.022861369,-0.43364686,-0.19891201,-0.23680413,-0.19609657
2.159111,-0.70268047,0.3686641,-0.18916978,-0.33620137,0.08864187,0.17984357,0.0019842242,1.2582654
-1.0753533,0.41853198,0.19423732,-0.07054387,-0.0014927963,0.041893605,-0.54110575,-0.07730226,-0.7813013
6.524245,0.30424327,0.28295085,-0.091253005,-0.010390995,0.012838203,0.25272086,-0.5206264,-0.024838833
12.970496,1.0054677,0.4779694,0.12161349,0.013256161,0.06901064,0.20882085,0.1936605,1.4207813
2.468053,0.8078675,0.025722507,0.014021296,-0.0051147477,0.025752814,0.10218577,-0.07978865,-0.594181
6.1445436,0.26251906,0.30061248,0.082252234,-0.009029613,-0.15154153,0.43967995,-0.13837345,1.3427997
16.123373,0.80803853,0.295573,0.20050722,-0.015000766,0.08111566,0.19371939,0.2913649,1.1073388
-9.367741,-0.20058794,-0.2982289,-0.18123463,-0.004609746,0.027218238,-0.22955908,0.04031464,-1.3751553
11.764431,0.34054494,0.2319278,0.14519392,0.019828081,0.0030234216,0.673728,-0.45128316,1.5266896
1.8751422,-0.32543245,0.36599326,0.36082113,0.0041893553,0.16014528,0.05479012,0.40901393,1.2220895
13.644158,0.7675673,0.17702122,0.22089972,-0.007992927,-0.013868032,0.06705187,0.18422501,1.1815219
3.4218047,0.30796555,0.2047424,-0.17604373,-0.02689471,0.0034271874,-0.2810157,-0.17847982,0.08408625
-7.581876,-0.06186771,0.10042606,-0.541898,-0.0017509316,-0.0067571476,-0.13445927,0.031458445,-1.1888454
-3.3176746,0.2003143,-0.07176153,-0.08265248,-0.02480019,-0.042970628,-0.28068277,-0.024318397,-0.90162843
12.958327,0.6232073,0.309528,0.17546004,0.0069878316,0.08699003,0.019426296,0.057169717,1.1251634
2.4671414,0.49823958,0.13844907,-0.18152767,-0.016314406,0.087928995,0.017552007,-0.2975445,-0.15856113
6.5991526,0.0748361,0.28450838,-0.09162288,-0.010530875,0.094344184,0.1232072,-0.32382342,0.7854203
-11.9804735,-0.8055875,-0.38810867,0.06977279,-0.06450005,0.04575571,-0.34178412,-0.08430871,-1.2083781
-11.672834,-0.11189482,-0.72296077,-0.051748145,0.00058978586,-0.024128102,-0.08903115,0.11914206,-1.8215241
11.748274,0.8806335,0.23314361,0.1045064,0.020034935,-0.16034506,0.23143055,0.7749514,1.6620356
6.7158704,0.57915205,0.38028854,-0.123844445,-0.0059701046,0.08626031,0.19765244,0.17743069,1.1899964
5.987541,0.27650863,0.29323676,0.0016289334,-0.010567363,-0.18596552,0.49154797,-0.21639411,1.3242404
14.175141,0.65248495,0.2549643,-0.22472921,-0.023017684,0.12225808,-0.12658578,-0.38103908,0.96483123
-9.919938,-0.24422187,-0.34254226,-0.27970594,-0.001586466,-0.004746355,-0.00080456556,0.012118354,-1.3816427
7.637077,0.105946824,0.25149274,0.009173673,-0.010713266,0.029836353,-0.30735818,-0.1948201,0.7866225
8.233979,0.20364746,0.31155553,-0.111117706,-0.029066803,0.19243507,-0.040918104,0.2887387,0.90476483
-6.1458087,-0.1351704,0.27827033,-0.43384874,-0.00794687,-0.07173704,-0.30343008,0.057614572,-1.096176
10.212093,0.6722058,0.5400468,0.012567568,0.005265236,0.13859835,0.108171724,-0.535629,1.3346637
11.514538,0.5337844,0.5938788,0.32835028,-0.0001384056,0.14353414,-0.2887892,0.29489762,0.5993773
10.964575,-0.117526755,0.5365691,-0.09781346,-0.016145192,0.13257971,-0.15178436,-0.27234098,0.6898896
1.1200426,0.7842065,0.25953016,-0.2652282,-0.021105694,0.014508729,0.031028194,-0.119273596,-0.6308876
2.2245924,0.64408135,0.2771909,-0.13770552,-0.016333692,0.059903245,0.068431765,0.00041819186,-0.8164699
5.1589975,0.4993587,0.28667444,-0.3307398,-0.01300904,-0.054051343,0.3083765,-0.33717188,0.91693455
-0.015235584,0.42627412,0.04450868,-0.20603342,-0.014396638,0.028895719,-0.53011197,-0.11859927,-0.7698096
8.837842,0.517517,0.34138808,-0.19034621,-0.0027638443,-0.18826279,0.16232504,-0.5131426,1.0515853
-5.927847,0.054411493,0.28664038,-0.48122084,-0.0054219887,0.008057352,-0.31510118,0.030448593,-0.9692939
4.4662724,0.25348583,0.27098212,0.0063392203,-0.0348159,0.14628763,-0.1714556,-0.1480248,0.023379521
-3.8270328,0.031234842,0.2143273,-0.17715323,-0.02750639,-0.102374844,-0.28354532,-0.02679602,-0.93116236
-11.293025,-0.1171796,-0.7657196,-0.046149164,-0.011805306,0.028459184,0.0823357,0.10204231,-1.746401
-11.984188,-0.8019226,-0.67776555,0.11797339,-0.06548223,0.046645056,-0.23757455,0.07307771,-1.2283124
-8.527267,-0.21978858,-0.3643939,-0.20538917,-7.029758e-05,0.019881617,-0.054195784,-0.0014353837,-1.2621418
2.740164,-0.53492975,0.385904,0.29509827,-0.0012407204,0.11832889,0.20430234,0.12540808,1.3643318
-0.041931648,0.5857088,0.19621263,-0.16490728,-0.013050454,0.040131856,-0.6000944,-0.108995065,-0.9195425
7.5656443,0.8410405,0.29293433,0.015232703,-0.004315678,-0.47617257,0.042199153,0.44592893,1.0808225
8.263902,0.23670521,0.43511474,0.16845912,0.010515162,0.14121509,0.7276273,-0.46123257,1.0307162
5.8741117,0.04507579,0.27038455,0.034945615,-0.010519174,-0.079283625,-0.20325227,0.0020222403,0.5489583
-9.542065,-0.2328275,-0.35400644,-0.25886846,-0.0024078565,-0.08497468,0.050570473,-0.039281107,-1.3246413
-0.35932612,0.36881047,0.20042881,-0.020630911,-0.0097143715,-0.14353095,-0.4622243,-0.08628547,-0.8717816
2.1609902,0.5467586,0.23308158,-0.08710913,-0.021409092,0.05511354,-0.08358562,-0.003994304,-0.5770256
-6.45506,-0.018622238,0.08041634,-0.21627344,-0.007198953,-0.040195566,-0.3267497,-0.06672312,-1.1311681
-0.2380311,0.49681333,0.2211965,-0.1273985,-0.0057749394,0.06852573,0.08066214,0.1168343,-0.7541801
5.175771,-0.25072688,0.24949367,0.09602112,-0.18207209,0.13235416,-0.12604468,0.5370221,1.3727415
10.221375,0.79472333,-0.05847139,0.034520138,-0.017512385,0.14949812,0.33850196,0.51881355,1.2950791
5.233171,-0.19076343,0.3584929,0.12672329,-0.013117364,0.16226323,0.3852703,0.041739732,1.404343
-12.011666,-0.40736157,-0.76149845,0.12317923,0.009755051,0.021236248,-0.04133023,0.15566853,-1.845001
-12.004676,-0.57820165,-0.74135363,0.18237942,0.011404501,-0.020879708,0.083911434,0.1180907,-1.8084047
-7.330541,-1.5675937,0.20078015,-0.25398096,-0.051137984,0.08719742,-0.45322147,0.1651313,0.7482664
-6.328768,-0.086229175,0.32450148,-0.7625825,0.004566707,-0.052280415,-0.078681,0.06480035,-1.0904673
9.66803,0.8487919,0.19809733,-0.13619684,-0.072531216,-0.24846771,0.20111126,-0.47226065,1.2110208
8.916829,0.09870276,0.25930908,0.025025884,-0.018463068,0.101289734,0.33579648,-0.7160715,0.8637999
-8.28163,-0.1278619,-0.339815,-0.28884867,0.0021471542,0.019351214,-0.051377665,-0.021732472,-1.2111279
-4.5456414,-0.0049286005,-0.28331155,0.06520191,-0.00019406511,-0.081796244,-0.055837665,-0.025179299,-0.9705503
15.515716,0.6519645,0.12244618,0.2935681,-0.009851287,0.0489692,0.33005643,0.2975381,1.6332773
-11.986141,-0.76171017,-0.85021263,0.11212707,-0.012640823,0.034555916,-0.08941335,0.16060062,-1.3641859
13.389546,0.98304296,0.28602737,0.20747,0.03429008,-0.55345744,-1.0249246,0.31331396,1.1083642
9.429896,0.9506656,0.5425214,0.25288457,0.010677515,0.16121653,0.20381603,0.33727407,1.2328851
-11.985724,-0.7999154,-0.6730319,0.12493369,-0.06630741,0.04569443,-0.254224,0.06708402,-1.2161214
8.073268,0.98606455,0.48785046,0.22216412,-0.0039569708,0.15566804,0.1488454,0.47460437,1.2791268
0.4051572,0.48143497,0.23025581,-0.17869388,-0.0108619,0.046619527,-0.31872427,0.042537156,-0.727579
-1.2956738,0.6907613,0.04910751,-0.20690583,-0.0052523715,0.04869741,0.17195268,-0.25914687,-0.78365284
11.588684,0.7400181,0.3611383,0.07666515,-0.0063763643,0.14359112,0.32942483,-0.5670911,1.4607992
2.2986999,0.63301706,0.32911298,-0.16852805,-0.021936035,-0.077995755,-0.056061056,-0.15672654,-0.517691
-0.79345196,0.40123358,0.08069012,0.060069814,-0.0019038519,0.057084978,-0.22589998,-0.048800554,-0.71640086
3.144582,0.5232679,0.07954895,-0.12577099,-0.02571321,-0.042492945,0.26043788,-0.29563704,0.062404912
0.7236389,0.65518963,0.08105385,-0.08389168,-0.017872268,0.019626303,-0.08518616,-0.07893532,-0.7623273
-9.422027,-0.30694118,-0.3401359,-0.15890123,-0.0021938472,-0.067130454,-0.017754983,-0.05230861,-1.2221794
-11.447299,-0.09870783,-0.7715183,-0.1545649,0.0054569235,0.035543106,0.0024232941,0.0024996505,-1.451567
7.3247814,0.7260506,0.31471124,0.016208155,0.0022258111,-0.023500789,0.26858038,0.27823526,1.576627
1.3577646,-0.6392079,0.21740244,0.097078964,0.00285418,0.050048534,-0.36655658,0.01907933,0.89975566
-2.978899,0.32481065,0.19257262,-0.17335717,-0.011511229,-0.008263791,-0.4156264,-0.024795314,-0.9790765
-10.844485,-0.111486025,-0.7415888,-0.0018619468,0.0058434717,0.028457627,0.09109652,0.091939926,-1.764862
-4.114329,0.40295652,0.02027762,-0.18941776,-0.023797069,0.04530473,-0.3281807,-0.12409911,-1.1014487
-11.559946,-0.14690363,-0.75170696,-0.09638085,0.0024911652,-0.055480227,-0.023180798,0.12904698,-1.7731932
0.75557643,0.68160695,0.23883936,-0.10608753,-0.014852331,0.04078799,-0.3911268,-0.023640202,-0.56552833
4.9578996,0.9317592,0.11741261,-0.08517472,-0.010929479,0.044781864,0.1918661,-0.14261688,-0.73854804
9.986109,0.14191453,0.3519761,0.09683825,-0.0113481935,0.015301901,0.40383452,-0.8402292,0.83706784
7.3972745,0.07865999,0.01150143,-0.04491691,-0.01497009,-0.21781918,-0.046259955,-0.23378596,1.1266341
0.23009218,0.4254732,0.11787581,-0.09154017,-0.015644407,0.04576882,-0.51774734,-0.06738099,-0.73001444
-2.5174596,0.5098991,0.04109239,-0.0546951,-0.0018696558,0.044338677,-0.3437994,-0.093567125,-0.90780526
-12.059937,-0.9059727,-0.83979684,0.17430396,-0.014615916,0.020637484,0.097625926,0.13214213,-1.3626008
9.331761,0.70875216,0.06706102,0.15394968,0.005322804,-0.034027647,0.553762,0.09475032,1.2978872
6.1798983,0.21904805,0.39058644,-0.06675779,-0.013826826,0.05243107,0.37309548,-0.74357545,1.0460416
-5.384116,0.066345476,0.25467852,-0.37445688,-0.008885366,-0.022307487,-0.5530732,0.04839533,-1.0021745
2.9426057,0.113838635,0.24983184,-0.14973556,-0.026458353,-0.03589512,0.1388515,-0.4278687,0.1006847
-8.482924,-0.12059288,-0.33061877,-0.27191004,0.0022829762,0.0049695414,-0.0050311326,-0.010212767,-1.2336048
10.816441,0.6259215,0.38754487,0.015184786,0.012663709,-0.112576105,0.37563202,-0.714538,1.577981
-11.74704,-0.5229635,-0.7093993,0.07417365,0.0061743613,-0.14323281,0.2020414,-0.1277417,-1.7904338
10.596069,0.6915433,0.30669856,-0.036649786,0.0018562374,-0.046294592,-0.06608711,0.063182935,0.21966843
11.988909,0.7537651,0.5592812,0.23016508,0.005064981,0.099658765,0.15133111,0.37751997,1.905051
10.006364,0.96198785,0.5488171,0.17076144,0.009620701,0.1762636,0.19030829,0.19791663,1.2835984
10.976275,0.75761056,0.48702288,0.11353173,-0.0017597143,-0.079846725,-0.024682624,0.7631463,1.3275352
-9.0494995,-0.23066497,-0.2891538,-0.18674351,-0.0030395745,0.044381488,-0.16135661,0.03565272,-1.3584551
3.467308,0.80242467,0.13192673,0.07818192,-0.012940845,-0.18407185,0.03603457,-0.14205125,-0.646527
0.39619842,0.47364014,0.23242578,-0.1432997,-0.015779436,0.038366184,-0.046390194,0.05776568,-0.68607175
7.694835,0.29604954,0.18983318,0.0434031,-0.009489,0.09748814,-0.028973475,0.5179565,1.2531528
2.5549362,0.6107464,0.24345647,-0.065287374,-0.014251402,-0.02555768,0.14207204,-0.17966981,-0.6256795
-11.808441,-0.43635827,0.22992207,-0.114890955,-0.13067654,0.055307955,-0.77805495,-0.479035,-1.2919635
-4.894641,0.36466756,0.2127149,-0.47304207,-0.00802958,0.007896273,-0.35942635,0.027228523,-1.1020551
10.087829,0.810515,0.47958028,0.046076544,-0.0006739738,-0.04324673,0.16644642,-0.40783548,1.0771704
4.6835012,0.21437195,0.29116717,-0.038292643,-0.025210947,-0.030999547,0.10310976,-0.3990743,-0.06095323
7.8417616,0.3246322,0.16611297,-0.09648956,0.009290277,-0.03966243,0.1509102,0.3872674,1.1940466
1.8399601,-0.28973782,0.070990965,-0.33559814,-0.0328455,-0.12144762,0.10754043,-0.28563315,0.07680848
-6.6759157,0.017657632,0.21277474,-0.38857007,-0.004865219,-0.0973497,-0.5527766,0.04542749,-1.0711433
13.26121,0.77074325,0.20676975,0.044195242,-0.0013043972,0.19487233,0.43313718,0.38885075,1.5253621
7.339924,0.032252263,0.44093123,0.050175104,-0.11578614,0.12026941,-0.1549541,0.41649896,1.2596983
9.096341,0.88165146,0.5840102,-0.034009613,0.020310719,0.023334028,-0.034210533,-0.33062068,1.0443003
-3.1719885,0.29672664,-0.27303246,-0.06541976,-0.0041622967,-0.082268804,0.11126744,-0.109071046,-0.8712914
12.033726,0.67970407,0.3064605,-0.20627235,-0.00019206907,-0.014373976,-0.50683963,0.059896372,0.7574593
9.225692,0.830396,0.56304413,-0.025749406,0.014215075,0.06852051,-0.06654899,-0.35410568,0.9948526
-0.23283325,0.791396,0.28836626,-0.10768006,-0.00846596,-0.08994359,-0.6177564,-0.07209801,-0.9896839
4.1289477,0.111625254,0.2146631,-0.00496393,-0.03129094,-0.17853715,0.15255317,-0.27666837,0.8773676
9.646035,0.9612986,0.30280194,0.052425023,-0.042378146,0.12155762,0.08859845,-0.11417068,1.4353321
13.50241,0.96534646,0.18096505,0.06315608,-0.015822135,0.17795683,0.18244185,0.08546905,1.4704273
5.5149546,0.6339195,0.3676024,-0.5851138,-0.012234558,0.05892682,0.5065164,0.2810976,1.2975062
10.29546,0.99276835,0.49839678,0.14669898,0.025497396,0.1844154,0.13774458,0.25669184,1.2908553
-5.185679,0.51821876,-0.10068508,-0.2896696,-0.010397039,0.009587376,0.035006255,-0.28395286,-1.2049742
-8.481299,-0.12011402,-0.34743378,-0.3147587,-0.013522989,-0.10768988,0.11111574,-0.05279192,-1.2454622
-10.993958,-0.27979392,-0.6928628,-0.018138932,0.0070994,0.028054686,0.08686746,0.121213205,-1.7742774
12.408363,0.5259559,0.32480115,-0.2117913,0.0026809766,-0.061120078,0.30110487,-0.9996124,1.4532179
-2.0716171,0.46948633,0.17918909,-0.081424594,-0.0063831173,0.003557365,-0.4074531,-0.07185531,-0.87468904
-8.040339,-0.11251506,-0.2646896,-0.21334562,-0.0016996322,0.050143797,-0.010751162,-0.010552096,-1.2089164
4.6776,0.48521653,0.17723553,-0.33417806,-0.04470609,-0.011650097,0.40160593,-0.47410026,0.87654716
10.66544,0.2889924,0.34535795,0.10743024,0.031586017,0.08905981,0.5549274,-0.46551868,1.3532561
3.5575094,-0.35055885,0.38784963,0.20607609,-0.29605117,0.3041892,-0.06423793,0.4785207,1.4014275
0.20112829,0.5640171,0.2088313,-0.24884008,-0.021354087,0.04294214,0.086893015,-0.108901195,-0.76519215
-6.858683,-1.2905319,0.1490574,-0.20331776,-0.09826217,0.055442546,-0.5315851,-0.18259303,0.6882466
8.207184,0.20735183,0.29342726,-0.16080315,-0.019409642,0.03470315,0.29345423,-0.5283375,0.61131513
0.2607719,0.5466807,0.13642082,-0.014721339,-0.010716525,-0.0101764705,-0.31680882,-0.01456589,-1.0079644
2.3735235,0.49288642,0.14677696,-0.18405847,-0.014883429,0.049985114,0.0008354205,-0.24807976,-0.18118556
-10.948908,-0.0994277,-0.7384412,-0.017607044,0.0043574898,0.018788991,0.06479962,0.09873742,-1.766512
-11.978623,-0.75433123,-0.84992397,0.11048796,-0.012057125,0.019943338,-0.08508093,0.15094805,-1.3583798
5.708904,0.17275544,0.21190257,0.06586031,0.004762937,-0.02223389,-0.08237611,-0.24286929,0.6413876
1.4083115,0.6567707,0.34258336,-0.26824966,-0.02529317,0.048325397,0.124607414,-0.12733346,-0.6669419
-12.008388,-0.59243697,-0.73707086,0.16916706,0.0064883493,-0.024942873,0.1861439,0.046801995,-1.8038574
14.148537,0.6956223,0.16854121,-0.01946292,-0.0012778486,0.16229495,0.44045046,-0.043332376,1.1215439
-10.67906,-0.2436078,-0.35629562,-0.31480405,-0.0034109892,0.014148292,0.036494743,0.025802968,-1.4132749
-2.0017207,0.30924472,0.26513955,-0.09161846,-0.004954889,0.07987978,-0.010645334,-0.117257915,-0.74270517
15.956134,0.5854457,0.3406089,0.38494554,0.012541364,0.011171611,0.13105114,0.1968948,1.1976504
-11.941122,-0.117279574,-0.7323953,-0.061461337,0.00011186105,0.035989694,0.027362173,0.09325883,-1.7922211
4.841599,0.19136143,0.3185973,-0.009702009,-0.03777307,-0.011732047,0.36769974,-0.3436251,0.841566
3.065184,0.70160186,0.17459366,0.045169093,-0.014937113,0.0129079865,0.29196873,-0.1210748,-0.6226583
-11.986275,-0.7981874,-0.36134273,0.07207643,-0.075923726,0.048761956,-0.34040377,-0.10129235,-1.2109847
4.840309,0.2627574,0.10773253,0.017516593,0.011330973,0.2190521,0.33361706,-0.26143453,0.04174574
-3.0383754,0.43983632,0.02365468,-0.21164349,-0.003776061,-0.32304814,-0.40253058,-0.057012543,-1.0668938
-7.845234,-0.07253534,0.10394411,-0.579763,-0.0049100844,-0.085074514,-0.14299214,0.068213284,-1.1947376
-2.6547735,0.3398109,0.23136903,-0.21048765,-0.013474452,0.013109836,-0.4866528,-0.045174103,-0.88386893
-11.991805,-0.76813734,-0.8571378,0.112869605,-0.010761818,-0.01158919,-0.030102558,0.1574454,-1.35851
-1.14913,0.32220805,0.10952181,-0.1581436,0.0025843664,-0.019062877,-0.42045066,-0.10023836,-0.8596141
7.463947,0.22836533,0.29767773,0.10185755,-0.010676913,0.076565735,0.007409986,0.09295509,0.91263527
-1.010001,0.7749586,0.3384294,-0.36142,0.0040390375,0.054193817,0.038099274,-0.04968798,-0.86248285
-11.999193,-0.75521064,-0.8525648,0.109628536,-0.012099293,0.046907354,-0.085263185,0.14611696,-1.3553369
6.942967,0.32961127,0.31122315,0.04322851,-0.014563568,0.029227342,0.02559446,-0.104785725,0.67015505
-4.393173,0.42664248,0.17361407,-0.39555666,-0.011303443,-0.13813578,-0.6764199,0.060336147,-1.0754235
-11.774701,-0.52576065,-0.71849525,0.07370389,0.0057705133,-0.116883725,0.19011207,-0.11930447,-1.7745612
-1.4465516,0.47595447,0.05304313,-0.11349417,-0.0008925689,-0.043767862,-0.3296455,-0.09103096,-1.0124313
-5.2000637,0.005266484,0.108152434,-0.2788802,-0.004516244,-0.01714722,-0.3328188,-0.018222192,-1.0566533
0.33021036,0.40056172,0.29522368,-0.07083561,-0.013654639,-0.060451403,0.18437774,-0.2223508,-0.7886367
10.986111,0.11683293,0.05074365,0.0041847355,-0.025657836,-0.46544093,-0.15180801,0.41241902,1.3836902
11.420462,0.1513081,0.13947591,-0.030255117,-0.029791314,-0.02905381,0.22822061,0.28465545,1.3899096
4.7100506,0.16116829,0.34942243,-0.026985144,-0.03322654,-0.03500304,-0.11808871,-0.19647367,0.914042
10.538196,0.17531487,0.28552926,-0.14284776,0.0016257123,0.21484159,-0.11098815,0.11927862,0.035605412
-7.2619166,-0.06916089,0.15731913,-0.48854604,0.0015866713,-0.007330432,-0.2737226,0.06380736,-1.1938654
-4.9268,0.40169123,0.056516368,-0.2218658,-0.0093751475,-0.023478398,-0.34686872,-0.08635714,-1.2267411
-4.429933,-0.08829427,-0.24875113,0.02009958,-0.00048797482,-0.03483185,-0.15060285,-0.022228053,-1.049538
-10.973708,-0.27982777,-0.70202094,-0.006881168,0.008278505,-0.029126722,0.06745631,0.030954499,-1.7592328
6.8211393,0.8491286,0.4124931,0.064495146,-0.004767549,0.07194353,0.061500855,0.3145794,1.1995203
11.013855,0.67766726,0.2448543,-0.075810954,0.0063668345,-0.014869384,0.3376674,-0.41034925,1.428799
7.6307545,0.3355901,0.34654513,0.01891238,-0.0038620941,-0.12930237,0.25583795,-0.43299145,0.43853143
3.411772,0.6108837,0.25886387,0.083921656,-0.013562619,-0.21427539,0.11768105,-0.020885706,-0.83530366
1.6867248,0.74332136,0.051566064,-0.15923034,-0.022375245,-0.09227027,0.09942475,-0.18005772,-0.54281384
12.491374,0.7477655,0.23474322,0.19536841,0.0012898454,0.09103861,0.43463463,-0.6131312,1.2590432
9.780347,0.68092686,0.39454043,0.021070486,-0.022846488,-0.17254081,0.28576687,-0.089696415,1.3133025
9.081548,0.25895986,0.45796052,0.124826595,-0.009810081,-0.06433924,0.8404179,-0.11711124,0.90003765
3.836678,0.190622,0.12750491,-0.059644535,-0.022236224,-0.0067679416,-0.103914976,-0.30306122,-0.06129406
1.539358,0.5470107,0.2228041,-0.16745482,-0.03161551,-0.027245983,0.23459235,-0.20954435,-0.59527487
3.9645383,0.20879507,0.23804198,-0.10694979,-0.022378141,0.20369646,-0.072679214,0.08553975,0.88989776
6.3983808,-0.008853003,0.21391821,-0.13405408,-0.017025275,-0.016626874,-0.039301034,-0.34356835,0.96695685
-1.928586,0.35337442,0.058847852,-0.17160791,-0.0028902444,0.023330841,-0.31716663,-0.12351471,-0.79458165
12.15866,0.21148323,0.48225284,0.19497,0.063963585,0.27789992,-0.04502925,0.51934594,1.5364156
6.0836587,0.18774427,0.14348526,-0.097653754,-0.012228639,-0.054491043,-0.27650002,0.23314084,0.9704375
13.848515,0.73099554,0.16547993,0.15513642,0.0002974493,0.1873752,0.48184472,0.41151145,1.3448266
3.0472162,0.23393299,0.24988362,-0.18993843,-0.029081548,0.0035589458,0.108138986,-0.2386124,0.06889547
4.1348305,0.7252713,0.43208474,0.2716048,-0.0065411176,-0.16347122,-0.05166549,-0.14894056,-0.54484206
